numDF,denDF,F-value,p-value,predictor
1,25964,4675.815544378324,0,(Intercept)
1,25964,8709.866012408005,0,fe_ox
5,11050,26.214137801981753,0,HLZ_temp
3,25964,3856.8809017311046,0,depth_cat
5,25964,6.969529125706428,1.6296507445723307e-6,fe_ox:HLZ_temp
3,25964,55.06869627626244,0,fe_ox:depth_cat
15,25964,9.328852276845057,0,HLZ_temp:depth_cat
15,25964,8.130921934835175,0,fe_ox:HLZ_temp:depth_cat
