numDF,denDF,F-value,p-value,predictor
1,25989,3126.638319830959,0,(Intercept)
1,25989,10164.722759628245,0,al_ox
4,11060,125.26597142189442,0,HLZ_moist
3,25989,7097.015406188653,0,depth_cat
4,25989,23.06450669733902,0,al_ox:HLZ_moist
3,25989,52.764889299061394,0,al_ox:depth_cat
12,25989,76.00604000290312,0,HLZ_moist:depth_cat
12,25989,9.639957266627404,0,al_ox:HLZ_moist:depth_cat
