numDF,denDF,F-value,p-value,predictor
1,25971,5676.31770141968,0,(Intercept)
1,25971,10238.193935554898,0,al_fe_ox
4,11051,38.580709324601926,0,HLZ_moist
3,25971,4076.6306612706235,0,depth_cat
4,25971,39.693321032639396,0,al_fe_ox:HLZ_moist
3,25971,69.17053932023009,0,al_fe_ox:depth_cat
12,25971,31.146763985146293,0,HLZ_moist:depth_cat
12,25971,15.209342172814297,0,al_fe_ox:HLZ_moist:depth_cat
