numDF,denDF,F-value,p-value,predictor
1,25656,2357.0179840654005,0,(Intercept)
1,25656,12159.201983366525,0,al_fe_ox
24,10709,40.681090546931465,0,HLZ_new
3,25656,7610.948472349515,0,depth_cat
24,25656,18.96238710455246,0,al_fe_ox:HLZ_new
3,25656,35.38477488951805,0,al_fe_ox:depth_cat
72,25656,20.25355223322395,0,HLZ_new:depth_cat
72,25656,6.156259347627753,0,al_fe_ox:HLZ_new:depth_cat
