numDF,denDF,F-value,p-value,predictor
1,25971,5119.738569963889,0,(Intercept)
1,25971,7658.603400512241,0,fe_ox
4,11051,31.488098883989935,0,HLZ_moist
3,25971,3842.4994234673736,0,depth_cat
4,25971,15.889328415033704,5.371258993136507e-13,fe_ox:HLZ_moist
3,25971,28.88420897638731,0,fe_ox:depth_cat
12,25971,29.79757406832053,0,HLZ_moist:depth_cat
12,25971,12.304903343467315,0,fe_ox:HLZ_moist:depth_cat
