numDF,denDF,F-value,p-value,predictor
1,25982,2348.1236703894706,0,(Intercept)
1,25982,8437.186695248203,0,fe_ox
5,11059,27.115274825927052,0,HLZ_temp
3,25982,6188.321986886039,0,depth_cat
5,25982,27.32985721383285,0,fe_ox:HLZ_temp
3,25982,42.45233177721905,0,fe_ox:depth_cat
15,25982,12.524188821025515,0,HLZ_temp:depth_cat
15,25982,12.557098748226913,0,fe_ox:HLZ_temp:depth_cat
