numDF,denDF,F-value,p-value,predictor
1,25964,5026.999744302818,0,(Intercept)
1,25964,10026.364221373264,0,al_ox
5,11050,33.57426627483663,0,HLZ_temp
3,25964,4046.4880015925414,0,depth_cat
5,25964,20.826589312873615,0,al_ox:HLZ_temp
3,25964,139.72333915831896,0,al_ox:depth_cat
15,25964,8.000350140914772,0,HLZ_temp:depth_cat
15,25964,8.966987486422783,0,al_ox:HLZ_temp:depth_cat
