numDF,denDF,F-value,p-value,predictor
1,25971,5914.9644281033,0,(Intercept)
1,25971,9012.356631993345,0,al_ox
4,11051,42.871715240688914,0,HLZ_moist
3,25971,3986.30113755112,0,depth_cat
4,25971,60.71951475533965,0,al_ox:HLZ_moist
3,25971,86.15246657014053,0,al_ox:depth_cat
12,25971,30.19996664580945,0,HLZ_moist:depth_cat
12,25971,8.706742638633116,0,al_ox:HLZ_moist:depth_cat
